,ID,Name,LongName,Parent,McCC,CLOC,LLOC,Number of previous modifications,Number of previous fixes,Number of committers,Number of developer commits,Number of bugs
177,L7091,GraphvizRenderer.java,community/graphviz/src/main/java/org/neo4j/visualization/graphviz/GraphvizRenderer.java,L7083,1,0,63,5,0,4,1636,0
178,L7092,GraphvizWriter.java,community/graphviz/src/main/java/org/neo4j/visualization/graphviz/GraphvizWriter.java,L7083,2,0,45,5,0,4,1636,0
179,L7093,NodeStyle.java,community/graphviz/src/main/java/org/neo4j/visualization/graphviz/NodeStyle.java,L7083,1,0,7,5,0,4,1636,0
180,L7094,ParameterGetter.java,community/graphviz/src/main/java/org/neo4j/visualization/graphviz/ParameterGetter.java,L7083,1,0,6,5,0,4,1636,0
181,L7095,PropertyContainerStyle.java,community/graphviz/src/main/java/org/neo4j/visualization/graphviz/PropertyContainerStyle.java,L7083,1,0,8,5,0,4,1636,0
182,L7096,PropertyFilter.java,community/graphviz/src/main/java/org/neo4j/visualization/graphviz/PropertyFilter.java,L7083,1,0,5,5,0,4,1636,0
183,L7097,PropertyFormatter.java,community/graphviz/src/main/java/org/neo4j/visualization/graphviz/PropertyFormatter.java,L7083,1,0,6,5,0,4,1636,0
184,L7098,RelationshipStyle.java,community/graphviz/src/main/java/org/neo4j/visualization/graphviz/RelationshipStyle.java,L7083,1,0,8,5,0,4,1636,0
185,L7099,Script.java,community/graphviz/src/main/java/org/neo4j/visualization/graphviz/Script.java,L7083,15,0,141,8,0,6,5350,0
186,L7100,SimpleNodeStyle.java,community/graphviz/src/main/java/org/neo4j/visualization/graphviz/SimpleNodeStyle.java,L7083,1,0,23,3,0,3,5350,0
187,L7101,StyleConfiguration.java,community/graphviz/src/main/java/org/neo4j/visualization/graphviz/StyleConfiguration.java,L7083,1,0,23,5,0,4,1636,0
188,L7102,StyleParameter.java,community/graphviz/src/main/java/org/neo4j/visualization/graphviz/StyleParameter.java,L7083,11,0,440,11,0,8,5350,0
189,L7103,TitleGetter.java,community/graphviz/src/main/java/org/neo4j/visualization/graphviz/TitleGetter.java,L7083,1,0,6,5,0,4,1636,0
190,L7245,AutoNodeColor.java,community/graphviz/src/main/java/org/neo4j/visualization/graphviz/color/AutoNodeColor.java,L7244,8,0,134,3,0,3,5350,0
191,L7246,AutoRelationshipTypeColor.java,community/graphviz/src/main/java/org/neo4j/visualization/graphviz/color/AutoRelationshipTypeColor.java,L7244,3,0,30,2,0,2,505,0
192,L7247,Color.java,community/graphviz/src/main/java/org/neo4j/visualization/graphviz/color/Color.java,L7244,1,0,19,6,0,3,505,0
193,L7248,ColorMapper.java,community/graphviz/src/main/java/org/neo4j/visualization/graphviz/color/ColorMapper.java,L7244,1,0,7,2,0,2,505,0
194,L7249,DefaultColorMapping.java,community/graphviz/src/main/java/org/neo4j/visualization/graphviz/color/DefaultColorMapping.java,L7244,6,0,51,2,0,2,505,0
195,L7250,SimpleNodeColorMapper.java,community/graphviz/src/main/java/org/neo4j/visualization/graphviz/color/SimpleNodeColorMapper.java,L7244,1,0,25,3,0,3,5350,0
196,L7251,SimpleRelationshipTypeColorMapper.java,community/graphviz/src/main/java/org/neo4j/visualization/graphviz/color/SimpleRelationshipTypeColorMapper.java,L7244,1,0,23,3,0,3,5350,0
197,L7110,AsciidocHelperTest.java,community/graphviz/src/test/java/org/neo4j/visualization/graphviz/AsciidocHelperTest.java,L7109,1,0,19,7,0,4,1634,0
198,L7111,TestNewGraphvizWriter.java,community/graphviz/src/test/java/org/neo4j/visualization/graphviz/TestNewGraphvizWriter.java,L7109,1,0,73,11,0,7,5350,0
199,L8942,Description.java,community/jmx/src/main/java/org/neo4j/jmx/Description.java,L8941,1,0,13,3,0,3,3997,0
200,L8943,JmxUtils.java,community/jmx/src/main/java/org/neo4j/jmx/JmxUtils.java,L8941,9,0,48,13,0,6,5350,0
201,L8944,Kernel.java,community/jmx/src/main/java/org/neo4j/jmx/Kernel.java,L8941,1,0,26,5,0,4,5350,0
202,L8945,ManagementInterface.java,community/jmx/src/main/java/org/neo4j/jmx/ManagementInterface.java,L8941,1,0,11,3,0,3,3997,0
203,L8946,package-info.java,community/jmx/src/main/java/org/neo4j/jmx/package-info.java,L8941,1,0,1,3,0,3,3997,0
204,L8947,Primitives.java,community/jmx/src/main/java/org/neo4j/jmx/Primitives.java,L8941,1,0,15,3,0,3,3997,0
205,L8977,ConfigurationBean.java,community/jmx/src/main/java/org/neo4j/jmx/impl/ConfigurationBean.java,L8976,13,0,193,9,0,5,5350,0
206,L8978,JmxExtension.java,community/jmx/src/main/java/org/neo4j/jmx/impl/JmxExtension.java,L8976,15,0,126,26,0,8,1634,0
207,L8979,KernelBean.java,community/jmx/src/main/java/org/neo4j/jmx/impl/KernelBean.java,L8976,2,0,86,17,0,8,5350,0
208,L8980,ManagementBeanProvider.java,community/jmx/src/main/java/org/neo4j/jmx/impl/ManagementBeanProvider.java,L8976,6,0,65,14,0,8,1296,0
209,L8981,ManagementData.java,community/jmx/src/main/java/org/neo4j/jmx/impl/ManagementData.java,L8976,3,0,36,6,0,5,5350,0
210,L8982,ManagementSupport.java,community/jmx/src/main/java/org/neo4j/jmx/impl/ManagementSupport.java,L8976,7,0,96,6,0,5,5350,0
211,L8983,Neo4jMBean.java,community/jmx/src/main/java/org/neo4j/jmx/impl/Neo4jMBean.java,L8976,17,0,129,8,0,6,5350,0
212,L8984,PrimitivesBean.java,community/jmx/src/main/java/org/neo4j/jmx/impl/PrimitivesBean.java,L8976,1,0,48,9,0,7,5350,0
213,L8953,DescriptionTest.java,community/jmx/src/test/java/org/neo4j/jmx/DescriptionTest.java,L8952,4,0,61,8,0,5,5350,0
214,L8986,TestJmxExtension.java,community/jmx/src/test/java/org/neo4j/jmx/impl/TestJmxExtension.java,L8985,1,0,9,5,0,5,2472,0
215,L63818,BatchInsertExampleTest.java,community/kernel/src/test/java/examples/BatchInsertExampleTest.java,L63817,1,0,95,2,0,2,1634,0
216,L9692,DependencyResolver.java,community/kernel/src/main/java/org/neo4j/graphdb/DependencyResolver.java,L9691,1,0,6,4,0,3,1634,0
217,L9693,Direction.java,community/kernel/src/main/java/org/neo4j/graphdb/Direction.java,L9691,4,0,22,2,0,1,3997,0
218,L9694,DynamicRelationshipType.java,community/kernel/src/main/java/org/neo4j/graphdb/DynamicRelationshipType.java,L9691,2,0,37,2,0,1,3997,0
219,L9695,Expander.java,community/kernel/src/main/java/org/neo4j/graphdb/Expander.java,L9691,1,0,12,5,0,4,2319,0
220,L9696,GraphDatabaseService.java,community/kernel/src/main/java/org/neo4j/graphdb/GraphDatabaseService.java,L9691,1,0,26,10,0,3,3997,0
221,L9697,Lock.java,community/kernel/src/main/java/org/neo4j/graphdb/Lock.java,L9691,1,0,5,2,0,2,3997,0
222,L9698,Node.java,community/kernel/src/main/java/org/neo4j/graphdb/Node.java,L9691,1,0,34,11,0,5,2319,0
223,L9699,NotFoundException.java,community/kernel/src/main/java/org/neo4j/graphdb/NotFoundException.java,L9691,1,0,20,2,0,1,3997,0
224,L9700,NotInTransactionException.java,community/kernel/src/main/java/org/neo4j/graphdb/NotInTransactionException.java,L9691,1,0,20,2,0,1,3997,0
225,L9701,package-info.java,community/kernel/src/main/java/org/neo4j/graphdb/package-info.java,L9691,1,0,1,2,0,1,3997,0
226,L9702,Path.java,community/kernel/src/main/java/org/neo4j/graphdb/Path.java,L9691,1,0,14,2,0,1,3997,0
227,L9703,PropertyContainer.java,community/kernel/src/main/java/org/neo4j/graphdb/PropertyContainer.java,L9691,1,0,13,2,0,1,3997,0
228,L9704,Relationship.java,community/kernel/src/main/java/org/neo4j/graphdb/Relationship.java,L9691,1,0,12,6,0,4,2319,0
229,L9705,RelationshipExpander.java,community/kernel/src/main/java/org/neo4j/graphdb/RelationshipExpander.java,L9691,1,0,6,2,0,1,3997,0
230,L9706,RelationshipType.java,community/kernel/src/main/java/org/neo4j/graphdb/RelationshipType.java,L9691,1,0,5,2,0,1,3997,0
231,L9707,ReturnableEvaluator.java,community/kernel/src/main/java/org/neo4j/graphdb/ReturnableEvaluator.java,L9691,1,0,19,2,0,1,3997,0
232,L9708,StopEvaluator.java,community/kernel/src/main/java/org/neo4j/graphdb/StopEvaluator.java,L9691,1,0,19,2,0,1,3997,0
233,L9709,Transaction.java,community/kernel/src/main/java/org/neo4j/graphdb/Transaction.java,L9691,1,0,9,8,0,5,3997,0
234,L9710,TransactionFailureException.java,community/kernel/src/main/java/org/neo4j/graphdb/TransactionFailureException.java,L9691,1,0,12,2,0,1,3997,0
235,L9711,TraversalPosition.java,community/kernel/src/main/java/org/neo4j/graphdb/TraversalPosition.java,L9691,1,0,11,2,0,1,3997,0
236,L9712,Traverser.java,community/kernel/src/main/java/org/neo4j/graphdb/Traverser.java,L9691,1,0,14,2,0,1,3997,0
237,L11229,Args.java,community/kernel/src/main/java/org/neo4j/helpers/Args.java,L11228,20,0,147,16,0,7,5350,0
238,L11230,Counter.java,community/kernel/src/main/java/org/neo4j/helpers/Counter.java,L11228,1,0,16,7,0,5,1634,0
239,L11231,DaemonThreadFactory.java,community/kernel/src/main/java/org/neo4j/helpers/DaemonThreadFactory.java,L11228,4,0,35,4,0,3,1634,0
240,L11232,Exceptions.java,community/kernel/src/main/java/org/neo4j/helpers/Exceptions.java,L11228,6,0,57,16,0,6,1296,0
241,L11233,Format.java,community/kernel/src/main/java/org/neo4j/helpers/Format.java,L11228,3,0,94,13,0,7,1634,0
242,L11234,Function.java,community/kernel/src/main/java/org/neo4j/helpers/Function.java,L11228,1,0,5,4,0,3,1634,0
243,L11235,package-info.java,community/kernel/src/main/java/org/neo4j/helpers/package-info.java,L11228,1,0,1,2,0,1,3997,0
244,L11236,Pair.java,community/kernel/src/main/java/org/neo4j/helpers/Pair.java,L11228,7,0,54,3,0,2,1636,0
245,L11237,Predicate.java,community/kernel/src/main/java/org/neo4j/helpers/Predicate.java,L11228,1,0,5,2,0,1,3997,0
246,L11238,ProgressIndicator.java,community/kernel/src/main/java/org/neo4j/helpers/ProgressIndicator.java,L11228,12,0,137,6,0,4,1634,0
247,L11239,Service.java,community/kernel/src/main/java/org/neo4j/helpers/Service.java,L11228,30,0,284,2,0,1,3997,0
248,L11240,Specification.java,community/kernel/src/main/java/org/neo4j/helpers/Specification.java,L11228,1,0,5,4,0,3,1634,0
249,L11241,Specifications.java,community/kernel/src/main/java/org/neo4j/helpers/Specifications.java,L11228,7,0,142,4,0,3,1634,0
250,L11242,Stats.java,community/kernel/src/main/java/org/neo4j/helpers/Stats.java,L11228,3,0,46,7,0,6,7,0
251,L11243,ThisShouldNotHappenError.java,community/kernel/src/main/java/org/neo4j/helpers/ThisShouldNotHappenError.java,L11228,1,0,7,2,0,2,3997,0
252,L11244,TimeUtil.java,community/kernel/src/main/java/org/neo4j/helpers/TimeUtil.java,L11228,7,0,48,8,0,3,5350,0
253,L11245,Triplet.java,community/kernel/src/main/java/org/neo4j/helpers/Triplet.java,L11228,9,0,68,3,0,2,1636,0
254,L11246,UTF8.java,community/kernel/src/main/java/org/neo4j/helpers/UTF8.java,L11228,3,0,30,3,0,2,3997,0
255,L13629,AbstractAutoIndexerImpl.java,community/kernel/src/main/java/org/neo4j/kernel/AbstractAutoIndexerImpl.java,L13628,7,0,217,27,0,8,5350,0
256,L13630,AbstractGraphDatabase.java,community/kernel/src/main/java/org/neo4j/kernel/AbstractGraphDatabase.java,L13628,70,0,1188,75,0,12,5350,0
257,L13631,AbstractUniquenessFilter.java,community/kernel/src/main/java/org/neo4j/kernel/AbstractUniquenessFilter.java,L13628,2,0,15,4,0,3,2319,0
258,L13632,AutoConfigurator.java,community/kernel/src/main/java/org/neo4j/kernel/AutoConfigurator.java,L13628,12,0,146,13,0,6,5350,0
259,L13633,CircuitBreaker.java,community/kernel/src/main/java/org/neo4j/kernel/CircuitBreaker.java,L13628,17,0,169,4,0,3,1634,0
260,L13634,CommonBranchOrdering.java,community/kernel/src/main/java/org/neo4j/kernel/CommonBranchOrdering.java,L13628,1,0,35,3,0,2,3997,0
261,L13635,CommonFactories.java,community/kernel/src/main/java/org/neo4j/kernel/CommonFactories.java,L13628,1,0,35,40,0,11,5350,0
262,L13636,DeadlockDetectedException.java,community/kernel/src/main/java/org/neo4j/kernel/DeadlockDetectedException.java,L13628,1,0,8,2,0,1,3997,0
263,L13637,DefaultFileSystemAbstraction.java,community/kernel/src/main/java/org/neo4j/kernel/DefaultFileSystemAbstraction.java,L13628,1,0,52,9,0,6,1296,0
264,L13638,DefaultIdGeneratorFactory.java,community/kernel/src/main/java/org/neo4j/kernel/DefaultIdGeneratorFactory.java,L13628,1,0,26,2,0,2,5350,0
265,L13639,DefaultLastCommittedTxIdSetter.java,community/kernel/src/main/java/org/neo4j/kernel/DefaultLastCommittedTxIdSetter.java,L13628,1,0,12,8,0,4,5350,0
266,L13640,DefaultTxHook.java,community/kernel/src/main/java/org/neo4j/kernel/DefaultTxHook.java,L13628,1,0,21,10,0,6,5350,0
267,L13641,EmbeddedGraphDatabase.java,community/kernel/src/main/java/org/neo4j/kernel/EmbeddedGraphDatabase.java,L13628,1,0,25,42,0,13,2472,0
268,L13642,EmbeddedReadOnlyGraphDatabase.java,community/kernel/src/main/java/org/neo4j/kernel/EmbeddedReadOnlyGraphDatabase.java,L13628,1,0,61,35,0,12,2472,0
269,L13643,Expansion.java,community/kernel/src/main/java/org/neo4j/kernel/Expansion.java,L13628,1,0,22,2,0,1,3997,0
270,L13644,GloballyUnique.java,community/kernel/src/main/java/org/neo4j/kernel/GloballyUnique.java,L13628,1,0,16,4,0,3,2319,0
271,L13645,GraphDatabaseAPI.java,community/kernel/src/main/java/org/neo4j/kernel/GraphDatabaseAPI.java,L13628,1,0,51,3,0,2,5350,0
272,L13646,IdGeneratorFactory.java,community/kernel/src/main/java/org/neo4j/kernel/IdGeneratorFactory.java,L13628,1,0,9,10,0,6,505,0
273,L13647,IdType.java,community/kernel/src/main/java/org/neo4j/kernel/IdType.java,L13628,2,0,37,18,0,8,7,0
274,L13648,IndexManagerImpl.java,community/kernel/src/main/java/org/neo4j/kernel/IndexManagerImpl.java,L13628,24,0,327,36,0,10,5350,0
275,L13649,KernelData.java,community/kernel/src/main/java/org/neo4j/kernel/KernelData.java,L13628,14,0,172,19,0,7,5350,0
276,L13650,KernelDiagnostics.java,community/kernel/src/main/java/org/neo4j/kernel/KernelDiagnostics.java,L13628,8,0,108,3,0,2,1636,0
277,L13651,KernelEventHandlers.java,community/kernel/src/main/java/org/neo4j/kernel/KernelEventHandlers.java,L13628,8,0,75,6,0,4,5350,0
278,L13652,KernelExtension.java,community/kernel/src/main/java/org/neo4j/kernel/KernelExtension.java,L13628,1,0,60,19,0,6,5350,0
279,L13653,LegacyIndexIterable.java,community/kernel/src/main/java/org/neo4j/kernel/LegacyIndexIterable.java,L13628,1,0,11,3,0,2,5350,0
280,L13654,ListIndexIterable.java,community/kernel/src/main/java/org/neo4j/kernel/ListIndexIterable.java,L13628,2,0,21,4,0,2,5350,0
281,L13655,LockImpl.java,community/kernel/src/main/java/org/neo4j/kernel/LockImpl.java,L13628,2,0,22,2,0,2,3997,0
282,L13656,NodeAutoIndexerImpl.java,community/kernel/src/main/java/org/neo4j/kernel/NodeAutoIndexerImpl.java,L13628,2,0,68,19,0,8,5350,0
283,L13657,NotUnique.java,community/kernel/src/main/java/org/neo4j/kernel/NotUnique.java,L13628,1,0,13,4,0,3,2319,0
284,L13658,OrderedByTypeExpander.java,community/kernel/src/main/java/org/neo4j/kernel/OrderedByTypeExpander.java,L13628,4,0,61,8,0,5,2319,0
285,L13659,package-info.java,community/kernel/src/main/java/org/neo4j/kernel/package-info.java,L13628,1,0,1,1,0,1,3997,0
286,L13660,PathUnique.java,community/kernel/src/main/java/org/neo4j/kernel/PathUnique.java,L13628,3,0,21,4,0,3,2319,0
287,L13661,PlaceboTransaction.java,community/kernel/src/main/java/org/neo4j/kernel/PlaceboTransaction.java,L13628,2,0,49,4,0,2,3997,0
288,L13662,PostorderBreadthFirstSelector.java,community/kernel/src/main/java/org/neo4j/kernel/PostorderBreadthFirstSelector.java,L13628,10,0,65,4,0,3,2472,0
289,L13663,PostorderDepthFirstSelector.java,community/kernel/src/main/java/org/neo4j/kernel/PostorderDepthFirstSelector.java,L13628,4,0,33,4,0,3,2472,0
290,L13664,PreorderBreadthFirstSelector.java,community/kernel/src/main/java/org/neo4j/kernel/PreorderBreadthFirstSelector.java,L13628,4,0,36,4,0,3,2472,0
291,L13665,PreorderDepthFirstSelector.java,community/kernel/src/main/java/org/neo4j/kernel/PreorderDepthFirstSelector.java,L13628,5,0,37,4,0,3,2472,0
292,L13666,PrimitiveTypeFetcher.java,community/kernel/src/main/java/org/neo4j/kernel/PrimitiveTypeFetcher.java,L13628,2,0,35,2,0,1,3997,0
293,L13667,PropertyTracker.java,community/kernel/src/main/java/org/neo4j/kernel/PropertyTracker.java,L13628,1,0,9,1,0,1,1296,0
294,L13668,RecentlyUnique.java,community/kernel/src/main/java/org/neo4j/kernel/RecentlyUnique.java,L13628,3,0,26,8,0,5,505,0
295,L13669,RelationshipAutoIndexerImpl.java,community/kernel/src/main/java/org/neo4j/kernel/RelationshipAutoIndexerImpl.java,L13628,2,0,115,19,0,8,5350,0
296,L13670,StandardExpander.java,community/kernel/src/main/java/org/neo4j/kernel/StandardExpander.java,L13628,41,0,881,13,0,7,2319,0
297,L13671,TopLevelTransaction.java,community/kernel/src/main/java/org/neo4j/kernel/TopLevelTransaction.java,L13628,10,0,121,10,0,5,1634,0
298,L13672,TransactionBuilder.java,community/kernel/src/main/java/org/neo4j/kernel/TransactionBuilder.java,L13628,1,0,7,2,0,2,3997,0
299,L13673,TransactionBuilderImpl.java,community/kernel/src/main/java/org/neo4j/kernel/TransactionBuilderImpl.java,L13628,1,0,23,6,0,4,1634,0
300,L13674,TransactionEventHandlers.java,community/kernel/src/main/java/org/neo4j/kernel/TransactionEventHandlers.java,L13628,10,0,128,6,0,4,5350,0
301,L13675,Traversal.java,community/kernel/src/main/java/org/neo4j/kernel/Traversal.java,L13628,15,0,255,4,0,2,3997,0
302,L13676,Uniqueness.java,community/kernel/src/main/java/org/neo4j/kernel/Uniqueness.java,L13628,6,0,85,2,0,1,3997,0
303,L13677,Version.java,community/kernel/src/main/java/org/neo4j/kernel/Version.java,L13628,11,0,77,18,0,5,5350,0
304,L38688,GenerateDefaultNeo4jProperties.java,community/kernel/src/main/java/org/neo4j/tooling/GenerateDefaultNeo4jProperties.java,L38687,7,0,50,3,0,2,5350,0
305,L38689,GenerateNeo4jSettingsAsciidoc.java,community/kernel/src/main/java/org/neo4j/tooling/GenerateNeo4jSettingsAsciidoc.java,L38687,13,0,64,2,0,2,5350,0
306,L38690,GlobalGraphOperations.java,community/kernel/src/main/java/org/neo4j/tooling/GlobalGraphOperations.java,L38687,1,0,46,7,0,4,5350,0
307,L38736,package-info.java,community/kernel/src/main/java/org/neo4j/unsafe/package-info.java,L38735,1,0,1,2,0,2,1634,0
308,L9756,ErrorState.java,community/kernel/src/main/java/org/neo4j/graphdb/event/ErrorState.java,L9755,1,0,6,10,0,6,5350,0
309,L9757,KernelEventHandler.java,community/kernel/src/main/java/org/neo4j/graphdb/event/KernelEventHandler.java,L9755,1,0,15,2,0,1,3997,0
310,L9758,package-info.java,community/kernel/src/main/java/org/neo4j/graphdb/event/package-info.java,L9755,1,0,1,2,0,1,3997,0
311,L9759,PropertyEntry.java,community/kernel/src/main/java/org/neo4j/graphdb/event/PropertyEntry.java,L9755,1,0,11,2,0,1,3997,0
312,L9760,TransactionData.java,community/kernel/src/main/java/org/neo4j/graphdb/event/TransactionData.java,L9755,1,0,16,2,0,1,3997,0
313,L9761,TransactionEventHandler.java,community/kernel/src/main/java/org/neo4j/graphdb/event/TransactionEventHandler.java,L9755,1,0,10,4,0,3,533,0
314,L9908,Default.java,community/kernel/src/main/java/org/neo4j/graphdb/factory/Default.java,L9907,1,0,11,5,0,3,5350,0
315,L9909,Description.java,community/kernel/src/main/java/org/neo4j/graphdb/factory/Description.java,L9907,1,0,11,2,0,2,5350,0
316,L9910,GraphDatabaseBuilder.java,community/kernel/src/main/java/org/neo4j/graphdb/factory/GraphDatabaseBuilder.java,L9907,7,0,99,5,0,3,5350,0
317,L9911,GraphDatabaseFactory.java,community/kernel/src/main/java/org/neo4j/graphdb/factory/GraphDatabaseFactory.java,L9907,4,0,68,14,0,6,2472,0
318,L9912,GraphDatabaseSetting.java,community/kernel/src/main/java/org/neo4j/graphdb/factory/GraphDatabaseSetting.java,L9907,19,0,275,11,0,3,5350,0
319,L9913,GraphDatabaseSettings.java,community/kernel/src/main/java/org/neo4j/graphdb/factory/GraphDatabaseSettings.java,L9907,3,0,165,22,0,5,2472,0
320,L9914,GraphDatabaseSettingsResourceBundle.java,community/kernel/src/main/java/org/neo4j/graphdb/factory/GraphDatabaseSettingsResourceBundle.java,L9907,36,0,214,7,0,2,5350,0
321,L9915,Title.java,community/kernel/src/main/java/org/neo4j/graphdb/factory/Title.java,L9907,1,0,11,2,0,2,5350,0
322,L10468,AutoIndexer.java,community/kernel/src/main/java/org/neo4j/graphdb/index/AutoIndexer.java,L10467,1,0,12,13,0,5,2319,0
323,L10469,BatchInserterIndex.java,community/kernel/src/main/java/org/neo4j/graphdb/index/BatchInserterIndex.java,L10467,1,0,7,4,0,2,1634,0
