,ID,Name,LongName,Parent,McCC,CLOC,LLOC,Number of previous fixes,Number of previous modifications,Number of developer commits,Number of committers,Number of bugs
188,L42513,package-info.java,codec/src/main/java/io/netty/handler/codec/protobuf/package-info.java,L42512,1,0,1,0,6,4057,2,0
189,L42514,ProtobufDecoder.java,codec/src/main/java/io/netty/handler/codec/protobuf/ProtobufDecoder.java,L42512,6,0,69,1,22,2,4,0
190,L42515,ProtobufEncoder.java,codec/src/main/java/io/netty/handler/codec/protobuf/ProtobufEncoder.java,L42512,3,0,27,3,23,4057,3,0
191,L42516,ProtobufVarint32FrameDecoder.java,codec/src/main/java/io/netty/handler/codec/protobuf/ProtobufVarint32FrameDecoder.java,L42512,6,0,35,1,18,4057,3,0
192,L42517,ProtobufVarint32LengthFieldPrepender.java,codec/src/main/java/io/netty/handler/codec/protobuf/ProtobufVarint32LengthFieldPrepender.java,L42512,1,0,22,0,16,1,4,0
193,L43025,CachingClassResolver.java,codec/src/main/java/io/netty/handler/codec/serialization/CachingClassResolver.java,L43024,2,0,21,0,3,4057,1,0
194,L43026,ClassLoaderClassResolver.java,codec/src/main/java/io/netty/handler/codec/serialization/ClassLoaderClassResolver.java,L43024,2,0,15,0,4,4057,1,0
195,L43027,ClassResolver.java,codec/src/main/java/io/netty/handler/codec/serialization/ClassResolver.java,L43024,1,0,4,0,3,4057,1,0
196,L43028,ClassResolvers.java,codec/src/main/java/io/netty/handler/codec/serialization/ClassResolvers.java,L43024,3,0,43,0,11,1649,2,0
197,L43029,CompactObjectInputStream.java,codec/src/main/java/io/netty/handler/codec/serialization/CompactObjectInputStream.java,L43024,6,0,51,0,8,4057,2,0
198,L43030,CompactObjectOutputStream.java,codec/src/main/java/io/netty/handler/codec/serialization/CompactObjectOutputStream.java,L43024,5,0,28,1,6,72,2,0
199,L43031,CompatibleObjectEncoder.java,codec/src/main/java/io/netty/handler/codec/serialization/CompatibleObjectEncoder.java,L43024,6,0,52,2,22,4057,3,0
200,L43032,ObjectDecoder.java,codec/src/main/java/io/netty/handler/codec/serialization/ObjectDecoder.java,L43024,2,0,33,0,12,27,3,0
201,L43033,ObjectDecoderInputStream.java,codec/src/main/java/io/netty/handler/codec/serialization/ObjectDecoderInputStream.java,L43024,6,0,146,0,6,4057,1,0
202,L43034,ObjectEncoder.java,codec/src/main/java/io/netty/handler/codec/serialization/ObjectEncoder.java,L43024,1,0,25,0,14,4057,3,0
203,L43035,ObjectEncoderOutputStream.java,codec/src/main/java/io/netty/handler/codec/serialization/ObjectEncoderOutputStream.java,L43024,4,0,110,0,10,72,2,0
204,L43036,package-info.java,codec/src/main/java/io/netty/handler/codec/serialization/package-info.java,L43024,1,0,1,0,4,4057,1,0
205,L43037,ReferenceMap.java,codec/src/main/java/io/netty/handler/codec/serialization/ReferenceMap.java,L43024,3,0,68,0,4,4057,1,0
206,L43038,SoftReferenceMap.java,codec/src/main/java/io/netty/handler/codec/serialization/SoftReferenceMap.java,L43024,1,0,13,0,6,4057,2,0
207,L43039,WeakReferenceMap.java,codec/src/main/java/io/netty/handler/codec/serialization/WeakReferenceMap.java,L43024,1,0,13,0,6,4057,2,0
208,L43613,package-info.java,codec/src/main/java/io/netty/handler/codec/string/package-info.java,L43612,1,0,1,0,5,4057,1,0
209,L43614,StringDecoder.java,codec/src/main/java/io/netty/handler/codec/string/StringDecoder.java,L43612,2,0,28,1,19,4057,3,0
210,L43615,StringEncoder.java,codec/src/main/java/io/netty/handler/codec/string/StringEncoder.java,L43612,3,0,31,0,25,1649,3,0
211,L8903,ByteToMessageCodecTest.java,codec/src/test/java/io/netty/handler/codec/ByteToMessageCodecTest.java,L8902,1,0,36,1,1,1649,1,0
212,L8904,ByteToMessageDecoderTest.java,codec/src/test/java/io/netty/handler/codec/ByteToMessageDecoderTest.java,L8902,3,0,122,1,7,1649,3,0
213,L8905,DefaultBinaryHeadersTest.java,codec/src/test/java/io/netty/handler/codec/DefaultBinaryHeadersTest.java,L8902,3,0,248,0,2,105,1,0
214,L8906,DefaultTextHeadersTest.java,codec/src/test/java/io/netty/handler/codec/DefaultTextHeadersTest.java,L8902,10,0,361,0,4,34,2,0
215,L8907,DelimiterBasedFrameDecoderTest.java,codec/src/test/java/io/netty/handler/codec/DelimiterBasedFrameDecoderTest.java,L8902,1,0,67,0,6,1649,4,0
216,L8908,LengthFieldBasedFrameDecoderTest.java,codec/src/test/java/io/netty/handler/codec/LengthFieldBasedFrameDecoderTest.java,L8902,5,0,58,1,3,4057,2,0
217,L8909,LineBasedFrameDecoderTest.java,codec/src/test/java/io/netty/handler/codec/LineBasedFrameDecoderTest.java,L8902,4,0,74,0,5,1649,3,0
218,L8910,MessageToMessageEncoderTest.java,codec/src/test/java/io/netty/handler/codec/MessageToMessageEncoderTest.java,L8902,1,0,17,0,1,1649,1,0
219,L8911,ReplayingDecoderByteBufTest.java,codec/src/test/java/io/netty/handler/codec/ReplayingDecoderByteBufTest.java,L8902,8,0,64,0,1,1649,1,0
220,L8912,ReplayingDecoderTest.java,codec/src/test/java/io/netty/handler/codec/ReplayingDecoderTest.java,L8902,3,0,165,5,29,1649,3,0
221,L35371,XmlFrameDecoderTest.java,codec/src/test/java/io/netty/handler/codec/xml/XmlFrameDecoderTest.java,L35370,7,0,143,0,7,4057,2,0
222,L36134,ByteArrayDecoderTest.java,codec/src/test/java/io/netty/handler/codec/bytes/ByteArrayDecoderTest.java,L36133,1,0,34,0,15,4057,1,0
223,L36135,ByteArrayEncoderTest.java,codec/src/test/java/io/netty/handler/codec/bytes/ByteArrayEncoderTest.java,L36133,1,0,42,0,18,4057,2,0
224,L36423,AbstractCompressionTest.java,codec/src/test/java/io/netty/handler/codec/compression/AbstractCompressionTest.java,L36422,3,0,17,0,1,27,1,0
225,L36424,AbstractDecoderTest.java,codec/src/test/java/io/netty/handler/codec/compression/AbstractDecoderTest.java,L36422,5,0,106,0,1,27,1,0
226,L36425,AbstractEncoderTest.java,codec/src/test/java/io/netty/handler/codec/compression/AbstractEncoderTest.java,L36422,3,0,82,0,1,27,1,0
227,L36426,AbstractIntegrationTest.java,codec/src/test/java/io/netty/handler/codec/compression/AbstractIntegrationTest.java,L36422,11,0,132,0,1,27,1,0
228,L36427,Bzip2DecoderTest.java,codec/src/test/java/io/netty/handler/codec/compression/Bzip2DecoderTest.java,L36422,1,0,116,0,8,27,3,0
229,L36428,Bzip2EncoderTest.java,codec/src/test/java/io/netty/handler/codec/compression/Bzip2EncoderTest.java,L36422,3,0,33,0,5,27,2,0
230,L36429,Bzip2IntegrationTest.java,codec/src/test/java/io/netty/handler/codec/compression/Bzip2IntegrationTest.java,L36422,1,0,31,0,3,27,1,0
231,L36430,FastLzIntegrationTest.java,codec/src/test/java/io/netty/handler/codec/compression/FastLzIntegrationTest.java,L36422,5,0,80,0,3,27,2,0
232,L36431,JdkZlibTest.java,codec/src/test/java/io/netty/handler/codec/compression/JdkZlibTest.java,L36422,1,0,17,0,5,4057,3,0
233,L36432,JZlibTest.java,codec/src/test/java/io/netty/handler/codec/compression/JZlibTest.java,L36422,1,0,11,0,8,1649,4,0
234,L36433,Lz4FrameDecoderTest.java,codec/src/test/java/io/netty/handler/codec/compression/Lz4FrameDecoderTest.java,L36422,1,0,97,0,2,27,1,0
235,L36434,Lz4FrameEncoderTest.java,codec/src/test/java/io/netty/handler/codec/compression/Lz4FrameEncoderTest.java,L36422,3,0,32,0,2,27,1,0
236,L36435,Lz4FrameIntegrationTest.java,codec/src/test/java/io/netty/handler/codec/compression/Lz4FrameIntegrationTest.java,L36422,1,0,12,0,2,27,1,0
237,L36436,LzfDecoderTest.java,codec/src/test/java/io/netty/handler/codec/compression/LzfDecoderTest.java,L36422,1,0,40,0,3,27,1,0
238,L36437,LzfEncoderTest.java,codec/src/test/java/io/netty/handler/codec/compression/LzfEncoderTest.java,L36422,1,0,18,0,2,27,1,0
239,L36438,LzfIntegrationTest.java,codec/src/test/java/io/netty/handler/codec/compression/LzfIntegrationTest.java,L36422,1,0,12,0,3,27,1,0
240,L36439,LzmaFrameEncoderTest.java,codec/src/test/java/io/netty/handler/codec/compression/LzmaFrameEncoderTest.java,L36422,5,0,74,0,2,27,1,0
241,L36440,SnappyFrameDecoderTest.java,codec/src/test/java/io/netty/handler/codec/compression/SnappyFrameDecoderTest.java,L36422,1,0,108,0,1,4057,1,0
242,L36441,SnappyFrameEncoderTest.java,codec/src/test/java/io/netty/handler/codec/compression/SnappyFrameEncoderTest.java,L36422,3,0,112,0,2,27,2,0
243,L36442,SnappyIntegrationTest.java,codec/src/test/java/io/netty/handler/codec/compression/SnappyIntegrationTest.java,L36422,4,0,75,2,17,27,5,0
244,L36443,SnappyTest.java,codec/src/test/java/io/netty/handler/codec/compression/SnappyTest.java,L36422,1,0,149,0,6,17,2,0
245,L36444,ZlibCrossTest1.java,codec/src/test/java/io/netty/handler/codec/compression/ZlibCrossTest1.java,L36422,1,0,11,1,1,4057,1,0
246,L36445,ZlibCrossTest2.java,codec/src/test/java/io/netty/handler/codec/compression/ZlibCrossTest2.java,L36422,1,0,17,1,3,4057,2,0
247,L36446,ZlibTest.java,codec/src/test/java/io/netty/handler/codec/compression/ZlibTest.java,L36422,25,0,299,2,14,27,4,0
248,L41490,JsonObjectDecoderTest.java,codec/src/test/java/io/netty/handler/codec/json/JsonObjectDecoderTest.java,L41489,2,0,174,0,3,4057,2,0
249,L41739,AbstractCompatibleMarshallingDecoderTest.java,codec/src/test/java/io/netty/handler/codec/marshalling/AbstractCompatibleMarshallingDecoderTest.java,L41738,1,0,87,1,15,4057,3,0
250,L41740,AbstractCompatibleMarshallingEncoderTest.java,codec/src/test/java/io/netty/handler/codec/marshalling/AbstractCompatibleMarshallingEncoderTest.java,L41738,1,0,43,0,12,4057,1,0
251,L41741,RiverCompatibleMarshallingDecoderTest.java,codec/src/test/java/io/netty/handler/codec/marshalling/RiverCompatibleMarshallingDecoderTest.java,L41738,1,0,16,0,2,4057,1,0
252,L41742,RiverCompatibleMarshallingEncoderTest.java,codec/src/test/java/io/netty/handler/codec/marshalling/RiverCompatibleMarshallingEncoderTest.java,L41738,1,0,16,0,3,4,2,0
253,L41743,RiverContextBoundCompatibleMarshallingDecoderTest.java,codec/src/test/java/io/netty/handler/codec/marshalling/RiverContextBoundCompatibleMarshallingDecoderTest.java,L41738,1,0,9,0,3,4,2,0
254,L41744,RiverContextBoundMarshallingDecoderTest.java,codec/src/test/java/io/netty/handler/codec/marshalling/RiverContextBoundMarshallingDecoderTest.java,L41738,1,0,9,0,3,4,2,0
255,L41745,RiverMarshallingDecoderTest.java,codec/src/test/java/io/netty/handler/codec/marshalling/RiverMarshallingDecoderTest.java,L41738,2,0,30,1,11,4057,3,0
256,L41746,RiverMarshallingEncoderTest.java,codec/src/test/java/io/netty/handler/codec/marshalling/RiverMarshallingEncoderTest.java,L41738,1,0,14,0,6,4057,2,0
257,L41747,RiverThreadLocalCompatibleMarshallingDecoderTest.java,codec/src/test/java/io/netty/handler/codec/marshalling/RiverThreadLocalCompatibleMarshallingDecoderTest.java,L41738,1,0,9,0,3,4,2,0
258,L41748,RiverThreadLocalCompatibleMarshallingEncoderTest.java,codec/src/test/java/io/netty/handler/codec/marshalling/RiverThreadLocalCompatibleMarshallingEncoderTest.java,L41738,1,0,7,0,3,4057,1,0
259,L41749,RiverThreadLocalMarshallingDecoderTest.java,codec/src/test/java/io/netty/handler/codec/marshalling/RiverThreadLocalMarshallingDecoderTest.java,L41738,1,0,9,0,6,4,3,0
260,L41750,RiverThreadLocalMarshallingEncoderTest.java,codec/src/test/java/io/netty/handler/codec/marshalling/RiverThreadLocalMarshallingEncoderTest.java,L41738,1,0,7,0,3,4057,1,0
261,L41751,SerialCompatibleMarshallingDecoderTest.java,codec/src/test/java/io/netty/handler/codec/marshalling/SerialCompatibleMarshallingDecoderTest.java,L41738,1,0,16,0,2,4057,1,0
262,L41752,SerialCompatibleMarshallingEncoderTest.java,codec/src/test/java/io/netty/handler/codec/marshalling/SerialCompatibleMarshallingEncoderTest.java,L41738,1,0,16,0,3,4,2,0
263,L41753,SerialContextBoundCompatibleMarshallingDecoderTest.java,codec/src/test/java/io/netty/handler/codec/marshalling/SerialContextBoundCompatibleMarshallingDecoderTest.java,L41738,1,0,9,0,3,4,2,0
264,L41754,SerialContextBoundMarshallingDecoderTest.java,codec/src/test/java/io/netty/handler/codec/marshalling/SerialContextBoundMarshallingDecoderTest.java,L41738,1,0,9,0,3,4,2,0
265,L41755,SerialMarshallingDecoderTest.java,codec/src/test/java/io/netty/handler/codec/marshalling/SerialMarshallingDecoderTest.java,L41738,2,0,30,1,11,4057,3,0
266,L41756,SerialMarshallingEncoderTest.java,codec/src/test/java/io/netty/handler/codec/marshalling/SerialMarshallingEncoderTest.java,L41738,1,0,14,0,7,4,3,0
267,L41757,SerialThreadLocalCompatibleMarshallingDecoderTest.java,codec/src/test/java/io/netty/handler/codec/marshalling/SerialThreadLocalCompatibleMarshallingDecoderTest.java,L41738,1,0,9,0,3,4,2,0
268,L41758,SerialThreadLocalCompatibleMarshallingEncoderTest.java,codec/src/test/java/io/netty/handler/codec/marshalling/SerialThreadLocalCompatibleMarshallingEncoderTest.java,L41738,1,0,7,0,2,4057,1,0
269,L41759,SerialThreadLocalMarshallingDecoderTest.java,codec/src/test/java/io/netty/handler/codec/marshalling/SerialThreadLocalMarshallingDecoderTest.java,L41738,1,0,9,0,6,4,3,0
270,L41760,SerialThreadLocalMarshallingEncoderTest.java,codec/src/test/java/io/netty/handler/codec/marshalling/SerialThreadLocalMarshallingEncoderTest.java,L41738,1,0,7,0,3,4057,1,0
271,L42519,ProtobufVarint32FrameDecoderTest.java,codec/src/test/java/io/netty/handler/codec/protobuf/ProtobufVarint32FrameDecoderTest.java,L42518,2,0,44,0,12,1649,2,0
272,L42520,ProtobufVarint32LengthFieldPrependerTest.java,codec/src/test/java/io/netty/handler/codec/protobuf/ProtobufVarint32LengthFieldPrependerTest.java,L42518,2,0,33,0,11,1649,2,0
273,L43041,CompactObjectSerializationTest.java,codec/src/test/java/io/netty/handler/codec/serialization/CompactObjectSerializationTest.java,L43040,1,0,17,0,4,4057,1,0
274,L43617,StringEncoderTest.java,codec/src/test/java/io/netty/handler/codec/string/StringEncoderTest.java,L43616,1,0,21,0,3,4057,2,0
275,L44101,DelimiterBasedFrameDecoderTest.java,codec/src/test/java/io/netty/handler/codec/frame/DelimiterBasedFrameDecoderTest.java,L44100,5,0,45,0,16,1649,2,0
276,L44102,LengthFieldBasedFrameDecoderTest.java,codec/src/test/java/io/netty/handler/codec/frame/LengthFieldBasedFrameDecoderTest.java,L44100,5,0,46,0,18,1649,2,0
277,L44103,LengthFieldPrependerTest.java,codec/src/test/java/io/netty/handler/codec/frame/LengthFieldPrependerTest.java,L44100,2,0,81,0,8,1,4,0
278,L44104,package-info.java,codec/src/test/java/io/netty/handler/codec/frame/package-info.java,L44100,1,0,1,0,1,4,1,0
279,L8923,AbstractDnsMessage.java,codec-dns/src/main/java/io/netty/handler/codec/dns/AbstractDnsMessage.java,L8922,47,0,367,0,2,4057,1,0
280,L8924,AbstractDnsRecord.java,codec-dns/src/main/java/io/netty/handler/codec/dns/AbstractDnsRecord.java,L8922,9,0,78,0,1,4057,1,0
281,L8925,DatagramDnsQuery.java,codec-dns/src/main/java/io/netty/handler/codec/dns/DatagramDnsQuery.java,L8922,14,0,126,0,1,4057,1,0
282,L8926,DatagramDnsQueryEncoder.java,codec-dns/src/main/java/io/netty/handler/codec/dns/DatagramDnsQueryEncoder.java,L8922,5,0,68,0,1,4057,1,0
283,L8927,DatagramDnsResponse.java,codec-dns/src/main/java/io/netty/handler/codec/dns/DatagramDnsResponse.java,L8922,14,0,145,0,1,4057,1,0
284,L8928,DatagramDnsResponseDecoder.java,codec-dns/src/main/java/io/netty/handler/codec/dns/DatagramDnsResponseDecoder.java,L8922,5,0,70,0,1,4057,1,0
285,L8929,DefaultDnsQuery.java,codec-dns/src/main/java/io/netty/handler/codec/dns/DefaultDnsQuery.java,L8922,1,0,65,0,1,4057,1,0
286,L8930,DefaultDnsQuestion.java,codec-dns/src/main/java/io/netty/handler/codec/dns/DefaultDnsQuestion.java,L8922,1,0,23,0,1,4057,1,0
287,L8931,DefaultDnsRawRecord.java,codec-dns/src/main/java/io/netty/handler/codec/dns/DefaultDnsRawRecord.java,L8922,3,0,82,0,1,4057,1,0
288,L8932,DefaultDnsRecordDecoder.java,codec-dns/src/main/java/io/netty/handler/codec/dns/DefaultDnsRecordDecoder.java,L8922,9,0,67,0,1,4057,1,0
289,L8933,DefaultDnsRecordEncoder.java,codec-dns/src/main/java/io/netty/handler/codec/dns/DefaultDnsRecordEncoder.java,L8922,5,0,46,0,1,4057,1,0
290,L8934,DefaultDnsResponse.java,codec-dns/src/main/java/io/netty/handler/codec/dns/DefaultDnsResponse.java,L8922,1,0,110,0,1,4057,1,0
291,L8935,DnsMessage.java,codec-dns/src/main/java/io/netty/handler/codec/dns/DnsMessage.java,L8922,1,0,31,0,2,4057,2,0
292,L8936,DnsMessageUtil.java,codec-dns/src/main/java/io/netty/handler/codec/dns/DnsMessageUtil.java,L8922,21,0,139,0,1,4057,1,0
293,L8937,DnsOpCode.java,codec-dns/src/main/java/io/netty/handler/codec/dns/DnsOpCode.java,L8922,9,0,63,0,1,4057,1,0
294,L8938,DnsQuery.java,codec-dns/src/main/java/io/netty/handler/codec/dns/DnsQuery.java,L8922,1,0,29,0,2,4057,2,0
295,L8939,DnsQuestion.java,codec-dns/src/main/java/io/netty/handler/codec/dns/DnsQuestion.java,L8922,1,0,5,1,4,4057,3,0
296,L8940,DnsRawRecord.java,codec-dns/src/main/java/io/netty/handler/codec/dns/DnsRawRecord.java,L8922,1,0,16,0,1,4057,1,0
297,L8941,DnsRecord.java,codec-dns/src/main/java/io/netty/handler/codec/dns/DnsRecord.java,L8922,1,0,13,0,1,4057,1,0
298,L8942,DnsRecordDecoder.java,codec-dns/src/main/java/io/netty/handler/codec/dns/DnsRecordDecoder.java,L8922,1,0,7,0,1,4057,1,0
299,L8943,DnsRecordEncoder.java,codec-dns/src/main/java/io/netty/handler/codec/dns/DnsRecordEncoder.java,L8922,1,0,7,0,1,4057,1,0
300,L8944,DnsRecordType.java,codec-dns/src/main/java/io/netty/handler/codec/dns/DnsRecordType.java,L8922,6,0,122,0,1,4057,1,0
301,L8945,DnsResponse.java,codec-dns/src/main/java/io/netty/handler/codec/dns/DnsResponse.java,L8922,1,0,37,0,2,4057,2,0
302,L8946,DnsResponseCode.java,codec-dns/src/main/java/io/netty/handler/codec/dns/DnsResponseCode.java,L8922,22,0,100,0,2,4057,2,0
303,L8947,DnsSection.java,codec-dns/src/main/java/io/netty/handler/codec/dns/DnsSection.java,L8922,1,0,7,0,1,4057,1,0
304,L8948,package-info.java,codec-dns/src/main/java/io/netty/handler/codec/dns/package-info.java,L8922,1,0,1,0,2,4057,2,0
305,L8956,DnsQueryTest.java,codec-dns/src/test/java/io/netty/handler/codec/dns/DnsQueryTest.java,L8955,2,0,44,0,4,4057,3,0
306,L8957,DnsRecordTypeTest.java,codec-dns/src/test/java/io/netty/handler/codec/dns/DnsRecordTypeTest.java,L8955,9,0,50,0,1,4057,1,0
307,L8958,DnsResponseTest.java,codec-dns/src/test/java/io/netty/handler/codec/dns/DnsResponseTest.java,L8955,2,0,79,1,6,4057,3,0
308,L8959,package-info.java,codec-dns/src/test/java/io/netty/handler/codec/dns/package-info.java,L8955,1,0,1,0,1,1649,1,0
309,L10458,HAProxyCommand.java,codec-haproxy/src/main/java/io/netty/handler/codec/haproxy/HAProxyCommand.java,L10457,3,0,24,0,1,4057,1,0
310,L10459,HAProxyConstants.java,codec-haproxy/src/main/java/io/netty/handler/codec/haproxy/HAProxyConstants.java,L10457,1,0,22,0,1,4057,1,0
311,L10460,HAProxyMessage.java,codec-haproxy/src/main/java/io/netty/handler/codec/haproxy/HAProxyMessage.java,L10457,45,0,272,0,4,105,3,0
312,L10461,HAProxyMessageDecoder.java,codec-haproxy/src/main/java/io/netty/handler/codec/haproxy/HAProxyMessageDecoder.java,L10457,40,0,244,0,2,1649,2,0
313,L10462,HAProxyProtocolException.java,codec-haproxy/src/main/java/io/netty/handler/codec/haproxy/HAProxyProtocolException.java,L10457,1,0,15,0,2,4057,1,0
314,L10463,HAProxyProtocolVersion.java,codec-haproxy/src/main/java/io/netty/handler/codec/haproxy/HAProxyProtocolVersion.java,L10457,3,0,25,0,2,4057,1,0
315,L10464,HAProxyProxiedProtocol.java,codec-haproxy/src/main/java/io/netty/handler/codec/haproxy/HAProxyProxiedProtocol.java,L10457,15,0,107,0,2,4057,1,0
316,L10465,package-info.java,codec-haproxy/src/main/java/io/netty/handler/codec/haproxy/package-info.java,L10457,1,0,1,0,1,4057,1,0
317,L10473,HAProxyMessageDecoderTest.java,codec-haproxy/src/test/java/io/netty/handler/codec/haproxy/HAProxyMessageDecoderTest.java,L10472,5,0,807,0,2,1649,2,0
318,L11036,CompressorHttp2ConnectionEncoder.java,codec-http2/src/main/java/io/netty/handler/codec/http2/CompressorHttp2ConnectionEncoder.java,L11035,40,0,199,0,8,86,3,0
319,L11037,DecoratingHttp2ConnectionDecoder.java,codec-http2/src/main/java/io/netty/handler/codec/http2/DecoratingHttp2ConnectionDecoder.java,L11035,1,0,47,0,1,86,1,0
320,L11038,DecoratingHttp2ConnectionEncoder.java,codec-http2/src/main/java/io/netty/handler/codec/http2/DecoratingHttp2ConnectionEncoder.java,L11035,1,0,33,0,1,86,1,0
321,L11039,DecoratingHttp2FrameWriter.java,codec-http2/src/main/java/io/netty/handler/codec/http2/DecoratingHttp2FrameWriter.java,L11035,1,0,79,0,1,86,1,0
322,L11040,DefaultHttp2Connection.java,codec-http2/src/main/java/io/netty/handler/codec/http2/DefaultHttp2Connection.java,L11035,117,0,856,3,50,105,6,0
323,L11041,DefaultHttp2ConnectionDecoder.java,codec-http2/src/main/java/io/netty/handler/codec/http2/DefaultHttp2ConnectionDecoder.java,L11035,65,0,476,4,29,105,5,0
324,L11042,DefaultHttp2ConnectionEncoder.java,codec-http2/src/main/java/io/netty/handler/codec/http2/DefaultHttp2ConnectionEncoder.java,L11035,49,0,416,2,26,4,5,0
325,L11043,DefaultHttp2FrameReader.java,codec-http2/src/main/java/io/netty/handler/codec/http2/DefaultHttp2FrameReader.java,L11035,72,0,536,1,21,86,6,0
326,L11044,DefaultHttp2FrameWriter.java,codec-http2/src/main/java/io/netty/handler/codec/http2/DefaultHttp2FrameWriter.java,L11035,47,0,433,0,18,86,5,0
327,L11045,DefaultHttp2Headers.java,codec-http2/src/main/java/io/netty/handler/codec/http2/DefaultHttp2Headers.java,L11035,8,0,272,1,11,105,3,0
