,ID,Name,LongName,Parent,McCC,CLOC,LLOC,Number of committers,Number of developer commits,Number of previous fixes,Number of previous modifications,Number of bugs
244,L1911,ExtensionTest.java,src/test/java/junit/tests/extensions/ExtensionTest.java,L1908,1,0,78,0,0,0,1,0
245,L1912,package-info.java,src/test/java/junit/tests/extensions/package-info.java,L1908,1,0,1,0,0,0,1,0
246,L1913,RepeatedTestTest.java,src/test/java/junit/tests/extensions/RepeatedTestTest.java,L1908,2,0,50,0,0,0,1,0
247,L2025,AllTests.java,src/test/java/junit/tests/framework/AllTests.java,L2024,1,0,22,0,0,0,1,0
248,L2026,AssertTest.java,src/test/java/junit/tests/framework/AssertTest.java,L2024,13,0,120,0,0,0,1,0
249,L2027,ComparisonCompactorTest.java,src/test/java/junit/tests/framework/ComparisonCompactorTest.java,L2024,1,0,81,0,0,0,1,0
250,L2028,ComparisonFailureTest.java,src/test/java/junit/tests/framework/ComparisonFailureTest.java,L2024,2,0,17,0,0,0,1,0
251,L2029,DoublePrecisionAssertTest.java,src/test/java/junit/tests/framework/DoublePrecisionAssertTest.java,L2024,5,0,42,0,0,0,1,0
252,L2030,Failure.java,src/test/java/junit/tests/framework/Failure.java,L2024,1,0,8,0,0,0,1,0
253,L2031,FloatAssertTest.java,src/test/java/junit/tests/framework/FloatAssertTest.java,L2024,6,0,49,0,0,0,1,0
254,L2032,InheritedTestCase.java,src/test/java/junit/tests/framework/InheritedTestCase.java,L2024,1,0,5,0,0,0,1,0
255,L2033,NoArgTestCaseTest.java,src/test/java/junit/tests/framework/NoArgTestCaseTest.java,L2024,1,0,6,0,0,0,1,0
256,L2034,NoTestCaseClass.java,src/test/java/junit/tests/framework/NoTestCaseClass.java,L2024,1,0,5,0,0,0,1,0
257,L2035,NoTestCases.java,src/test/java/junit/tests/framework/NoTestCases.java,L2024,1,0,6,0,0,0,1,0
258,L2036,NotPublicTestCase.java,src/test/java/junit/tests/framework/NotPublicTestCase.java,L2024,1,0,8,0,0,0,1,0
259,L2037,NotVoidTestCase.java,src/test/java/junit/tests/framework/NotVoidTestCase.java,L2024,1,0,9,0,0,0,1,0
260,L2038,OneTestCase.java,src/test/java/junit/tests/framework/OneTestCase.java,L2024,1,0,10,0,0,0,1,0
261,L2039,OverrideTestCase.java,src/test/java/junit/tests/framework/OverrideTestCase.java,L2024,1,0,6,0,0,0,1,0
262,L2040,package-info.java,src/test/java/junit/tests/framework/package-info.java,L2024,1,0,1,0,0,0,1,0
263,L2041,Success.java,src/test/java/junit/tests/framework/Success.java,L2024,1,0,9,0,0,0,1,0
264,L2042,SuiteTest.java,src/test/java/junit/tests/framework/SuiteTest.java,L2024,1,0,81,0,0,0,1,0
265,L2043,TestCaseTest.java,src/test/java/junit/tests/framework/TestCaseTest.java,L2024,2,0,169,0,0,0,1,0
266,L2044,TestImplementorTest.java,src/test/java/junit/tests/framework/TestImplementorTest.java,L2024,1,0,43,0,0,0,1,0
267,L2045,TestListenerTest.java,src/test/java/junit/tests/framework/TestListenerTest.java,L2024,1,0,65,0,0,0,1,0
268,L2390,AllTests.java,src/test/java/junit/tests/runner/AllTests.java,L2389,1,0,21,0,0,0,1,0
269,L2391,BaseTestRunnerTest.java,src/test/java/junit/tests/runner/BaseTestRunnerTest.java,L2389,1,0,29,0,0,0,1,0
270,L2392,package-info.java,src/test/java/junit/tests/runner/package-info.java,L2389,1,0,1,0,0,0,1,0
271,L2393,StackFilterTest.java,src/test/java/junit/tests/runner/StackFilterTest.java,L2389,1,0,40,0,0,0,1,0
272,L2394,TextFeedbackTest.java,src/test/java/junit/tests/runner/TextFeedbackTest.java,L2389,2,0,91,0,0,0,1,0
273,L2395,TextRunnerSingleMethodTest.java,src/test/java/junit/tests/runner/TextRunnerSingleMethodTest.java,L2389,1,0,27,0,0,0,1,0
274,L2396,TextRunnerTest.java,src/test/java/junit/tests/runner/TextRunnerTest.java,L2389,3,0,50,0,0,0,1,0
275,L5988,ListTest.java,src/test/java/org/junit/samples/ListTest.java,L5987,3,0,63,0,0,0,1,0
276,L5989,package-info.java,src/test/java/org/junit/samples/package-info.java,L5987,1,0,1,0,0,0,1,0
277,L5990,SimpleTest.java,src/test/java/org/junit/samples/SimpleTest.java,L5987,1,0,28,0,0,0,1,0
278,L6075,AllTests.java,src/test/java/org/junit/tests/AllTests.java,L6074,1,0,120,0,0,0,19,0
279,L6076,ObjectContractTest.java,src/test/java/org/junit/tests/ObjectContractTest.java,L6074,3,0,39,0,0,0,3,0
280,L6077,package-info.java,src/test/java/org/junit/tests/package-info.java,L6074,1,0,1,0,0,0,1,0
281,L6078,TestSystem.java,src/test/java/org/junit/tests/TestSystem.java,L6074,1,0,23,0,0,0,1,0
282,L6017,MoneyTest.java,src/test/java/org/junit/samples/money/MoneyTest.java,L6016,1,0,136,0,0,0,1,0
283,L6018,package-info.java,src/test/java/org/junit/samples/money/package-info.java,L6016,1,0,1,0,0,0,1,0
284,L6247,AssertionTest.java,src/test/java/org/junit/tests/assertion/AssertionTest.java,L6246,24,0,376,0,0,0,7,0
285,L6248,BothTest.java,src/test/java/org/junit/tests/assertion/BothTest.java,L6246,6,0,60,0,0,0,1,0
286,L6249,EachTest.java,src/test/java/org/junit/tests/assertion/EachTest.java,L6246,1,0,11,0,0,0,2,0
287,L6378,JUnit4ClassRunnerTest.java,src/test/java/org/junit/tests/deprecated/JUnit4ClassRunnerTest.java,L6377,1,0,43,0,0,0,3,0
288,L6404,AnnotatedDescriptionTest.java,src/test/java/org/junit/tests/description/AnnotatedDescriptionTest.java,L6403,1,0,78,0,0,0,2,0
289,L6405,SuiteDescriptionTest.java,src/test/java/org/junit/tests/description/SuiteDescriptionTest.java,L6403,1,0,29,0,0,0,1,0
290,L6406,TestDescriptionTest.java,src/test/java/org/junit/tests/description/TestDescriptionTest.java,L6403,1,0,9,0,0,0,2,0
291,L6470,AssumptionTest.java,src/test/java/org/junit/tests/experimental/AssumptionTest.java,L6469,4,0,148,0,0,0,8,0
292,L6471,AssumptionViolatedExceptionTest.java,src/test/java/org/junit/tests/experimental/AssumptionViolatedExceptionTest.java,L6469,1,0,44,0,0,0,5,0
293,L6472,ExperimentalTests.java,src/test/java/org/junit/tests/experimental/ExperimentalTests.java,L6469,1,0,25,0,0,0,2,0
294,L6473,MatcherTest.java,src/test/java/org/junit/tests/experimental/MatcherTest.java,L6469,1,0,35,0,0,0,2,0
295,L7485,AllTestsTest.java,src/test/java/org/junit/tests/junit3compatibility/AllTestsTest.java,L7484,1,0,68,0,0,0,2,0
296,L7486,ClassRequestTest.java,src/test/java/org/junit/tests/junit3compatibility/ClassRequestTest.java,L7484,1,0,16,0,0,0,3,0
297,L7487,ForwardCompatibilityPrintingTest.java,src/test/java/org/junit/tests/junit3compatibility/ForwardCompatibilityPrintingTest.java,L7484,2,0,76,0,0,0,1,0
298,L7488,ForwardCompatibilityTest.java,src/test/java/org/junit/tests/junit3compatibility/ForwardCompatibilityTest.java,L7484,1,0,191,0,0,0,1,0
299,L7489,InitializationErrorForwardCompatibilityTest.java,src/test/java/org/junit/tests/junit3compatibility/InitializationErrorForwardCompatibilityTest.java,L7484,1,0,82,0,0,0,3,0
300,L7490,JUnit38ClassRunnerTest.java,src/test/java/org/junit/tests/junit3compatibility/JUnit38ClassRunnerTest.java,L7484,1,0,56,0,0,0,1,0
301,L7491,OldTestClassAdaptingListenerTest.java,src/test/java/org/junit/tests/junit3compatibility/OldTestClassAdaptingListenerTest.java,L7484,1,0,25,0,0,0,3,0
302,L7492,OldTests.java,src/test/java/org/junit/tests/junit3compatibility/OldTests.java,L7484,1,0,10,0,0,0,1,0
303,L7493,SuiteMethodTest.java,src/test/java/org/junit/tests/junit3compatibility/SuiteMethodTest.java,L7484,1,0,99,0,0,0,1,0
304,L7795,ListenerTest.java,src/test/java/org/junit/tests/listening/ListenerTest.java,L7794,1,0,31,0,0,0,1,0
305,L7796,RunnerTest.java,src/test/java/org/junit/tests/listening/RunnerTest.java,L7794,1,0,57,0,0,0,1,0
306,L7797,TestListenerTest.java,src/test/java/org/junit/tests/listening/TestListenerTest.java,L7794,1,0,52,0,0,0,1,0
307,L7798,TextListenerTest.java,src/test/java/org/junit/tests/listening/TextListenerTest.java,L7794,1,0,53,0,0,0,7,0
308,L7799,UserStopTest.java,src/test/java/org/junit/tests/listening/UserStopTest.java,L7794,1,0,22,0,0,0,1,0
309,L7933,FilterableTest.java,src/test/java/org/junit/tests/manipulation/FilterableTest.java,L7932,1,0,51,0,0,0,5,0
310,L7934,SingleMethodTest.java,src/test/java/org/junit/tests/manipulation/SingleMethodTest.java,L7932,1,0,135,0,0,0,2,0
311,L7935,SortableTest.java,src/test/java/org/junit/tests/manipulation/SortableTest.java,L7932,1,0,119,0,0,0,2,0
312,L8957,BadlyFormedClassesTest.java,src/test/java/org/junit/tests/validation/BadlyFormedClassesTest.java,L8956,1,0,52,0,0,0,3,0
313,L8958,FailedConstructionTest.java,src/test/java/org/junit/tests/validation/FailedConstructionTest.java,L8956,1,0,24,0,0,0,1,0
314,L8959,InaccessibleBaseClassTest.java,src/test/java/org/junit/tests/validation/InaccessibleBaseClassTest.java,L8956,1,0,11,0,0,0,4,0
315,L8960,ValidationTest.java,src/test/java/org/junit/tests/validation/ValidationTest.java,L8956,1,0,29,0,0,0,3,0
316,L6601,DescriptionTest.java,src/test/java/org/junit/tests/experimental/max/DescriptionTest.java,L6600,1,0,18,0,0,0,1,0
317,L6602,JUnit38SortingTest.java,src/test/java/org/junit/tests/experimental/max/JUnit38SortingTest.java,L6600,2,0,43,0,0,0,7,0
318,L6603,MaxComputerTest.java,src/test/java/org/junit/tests/experimental/max/MaxComputerTest.java,L6600,3,0,118,0,0,0,4,0
319,L6604,MaxStarterTest.java,src/test/java/org/junit/tests/experimental/max/MaxStarterTest.java,L6600,2,0,253,0,0,0,21,0
320,L6788,ParallelClassTest.java,src/test/java/org/junit/tests/experimental/parallel/ParallelClassTest.java,L6787,1,0,46,0,0,0,5,0
321,L6789,ParallelMethodTest.java,src/test/java/org/junit/tests/experimental/parallel/ParallelMethodTest.java,L6787,2,0,39,0,0,0,5,0
322,L6844,PrintableResultTest.java,src/test/java/org/junit/tests/experimental/results/PrintableResultTest.java,L6843,1,0,43,0,0,0,3,0
323,L6845,ResultMatchersTest.java,src/test/java/org/junit/tests/experimental/results/ResultMatchersTest.java,L6843,1,0,19,0,0,0,2,0
324,L6872,AllMembersSupplierTest.java,src/test/java/org/junit/tests/experimental/theories/AllMembersSupplierTest.java,L6871,1,0,28,0,0,0,3,0
325,L6873,ParameterizedAssertionErrorTest.java,src/test/java/org/junit/tests/experimental/theories/ParameterizedAssertionErrorTest.java,L6871,1,0,63,0,0,0,5,0
326,L6874,ParameterSignatureTest.java,src/test/java/org/junit/tests/experimental/theories/ParameterSignatureTest.java,L6871,1,0,48,0,0,0,1,0
327,L8118,EnclosedTest.java,src/test/java/org/junit/tests/running/classes/EnclosedTest.java,L8117,1,0,35,0,0,0,2,0
328,L8119,IgnoreClassTest.java,src/test/java/org/junit/tests/running/classes/IgnoreClassTest.java,L8117,1,0,22,0,0,0,4,0
329,L8120,ParameterizedTestTest.java,src/test/java/org/junit/tests/running/classes/ParameterizedTestTest.java,L8117,1,0,178,0,0,0,6,0
330,L8121,RunWithTest.java,src/test/java/org/junit/tests/running/classes/RunWithTest.java,L8117,1,0,67,0,0,0,1,0
331,L8122,SuiteTest.java,src/test/java/org/junit/tests/running/classes/SuiteTest.java,L8117,1,0,125,0,0,0,2,0
332,L8123,TestClassTest.java,src/test/java/org/junit/tests/running/classes/TestClassTest.java,L8117,1,0,47,0,0,0,7,0
333,L8124,UseSuiteAsASuperclassTest.java,src/test/java/org/junit/tests/running/classes/UseSuiteAsASuperclassTest.java,L8117,1,0,37,0,0,0,3,0
334,L8389,CommandLineTest.java,src/test/java/org/junit/tests/running/core/CommandLineTest.java,L8388,1,0,54,0,0,0,1,0
335,L8390,JUnitCoreReturnsCorrectExitCodeTest.java,src/test/java/org/junit/tests/running/core/JUnitCoreReturnsCorrectExitCodeTest.java,L8388,1,0,31,0,0,0,1,0
336,L8391,SystemExitTest.java,src/test/java/org/junit/tests/running/core/SystemExitTest.java,L8388,2,0,22,0,0,0,1,0
337,L8450,AnnotationTest.java,src/test/java/org/junit/tests/running/methods/AnnotationTest.java,L8449,1,0,455,0,0,0,3,0
338,L8451,ExpectedTest.java,src/test/java/org/junit/tests/running/methods/ExpectedTest.java,L8449,1,0,51,0,0,0,1,0
339,L8452,InheritedTestTest.java,src/test/java/org/junit/tests/running/methods/InheritedTestTest.java,L8449,1,0,26,0,0,0,1,0
340,L8453,ParameterizedTestMethodTest.java,src/test/java/org/junit/tests/running/methods/ParameterizedTestMethodTest.java,L8449,2,0,89,0,0,0,6,0
341,L8454,TestMethodTest.java,src/test/java/org/junit/tests/running/methods/TestMethodTest.java,L8449,2,0,124,0,0,0,12,0
342,L8455,TimeoutTest.java,src/test/java/org/junit/tests/running/methods/TimeoutTest.java,L8449,6,0,142,0,0,0,3,0
343,L8963,Sub.java,src/test/java/org/junit/tests/validation/anotherpackage/Sub.java,L8962,1,0,3,0,0,0,1,0
344,L8964,Super.java,src/test/java/org/junit/tests/validation/anotherpackage/Super.java,L8962,1,0,5,0,0,0,1,0
345,L6886,Correspondent.java,src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/Correspondent.java,L6885,1,0,4,0,0,0,1,0
346,L6887,Guesser.java,src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/Guesser.java,L6885,8,0,99,0,0,0,4,0
347,L6888,GuesserQueue.java,src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/GuesserQueue.java,L6885,3,0,46,0,0,0,3,0
348,L6889,MethodCall.java,src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/MethodCall.java,L6885,4,0,44,0,0,0,1,0
349,L6890,ReguessableValue.java,src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/ReguessableValue.java,L6885,1,0,11,0,0,0,2,0
350,L6891,StringableObject.java,src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/StringableObject.java,L6885,3,0,21,0,0,0,1,0
351,L6892,Stub.java,src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/Stub.java,L6885,1,0,6,0,0,0,1,0
352,L6893,StubbedTheories.java,src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/StubbedTheories.java,L6885,4,0,52,0,0,0,7,0
353,L6894,StubbedTheoriesTest.java,src/test/java/org/junit/tests/experimental/theories/extendingwithstubs/StubbedTheoriesTest.java,L6885,1,0,14,0,0,0,1,0
354,L7168,SuccessfulWithDataPointFields.java,src/test/java/org/junit/tests/experimental/theories/runner/SuccessfulWithDataPointFields.java,L7167,1,0,158,0,0,0,4,0
355,L7169,TheoriesPerformanceTest.java,src/test/java/org/junit/tests/experimental/theories/runner/TheoriesPerformanceTest.java,L7167,1,0,26,0,0,0,3,0
356,L7170,UnsuccessfulWithDataPointFields.java,src/test/java/org/junit/tests/experimental/theories/runner/UnsuccessfulWithDataPointFields.java,L7167,1,0,104,0,0,0,5,0
357,L7171,WhenNoParametersMatch.java,src/test/java/org/junit/tests/experimental/theories/runner/WhenNoParametersMatch.java,L7167,1,0,41,0,0,0,10,0
358,L7172,WithDataPointMethod.java,src/test/java/org/junit/tests/experimental/theories/runner/WithDataPointMethod.java,L7167,1,0,122,0,0,0,7,0
359,L7173,WithExtendedParameterSources.java,src/test/java/org/junit/tests/experimental/theories/runner/WithExtendedParameterSources.java,L7167,1,0,121,0,0,0,1,0
360,L7174,WithOnlyTestAnnotations.java,src/test/java/org/junit/tests/experimental/theories/runner/WithOnlyTestAnnotations.java,L7167,3,0,69,0,0,0,4,0
361,L292,TestSuite.java,src/main/java/junit/framework/TestSuite.java,L277,24,0,164,1,4,0,4,0
362,L1231,BaseTestRunner.java,src/main/java/junit/runner/BaseTestRunner.java,L1230,32,0,235,0,0,0,2,0
363,L1232,package-info.java,src/main/java/junit/runner/package-info.java,L1230,1,0,1,0,0,0,1,0
364,L1233,TestRunListener.java,src/main/java/junit/runner/TestRunListener.java,L1230,1,0,11,0,0,0,1,0
365,L1234,Version.java,src/main/java/junit/runner/Version.java,L1230,1,0,11,1,4,0,44,0
366,L1453,package-info.java,src/main/java/junit/textui/package-info.java,L1452,1,0,1,0,0,0,1,0
367,L1454,ResultPrinter.java,src/main/java/junit/textui/ResultPrinter.java,L1452,7,0,92,0,0,0,1,0
368,L1455,TestRunner.java,src/main/java/junit/textui/TestRunner.java,L1452,13,0,124,0,0,0,2,0
369,L2572,After.java,src/main/java/org/junit/After.java,L2571,1,0,9,0,0,0,1,0
370,L2573,AfterClass.java,src/main/java/org/junit/AfterClass.java,L2571,1,0,9,1,4,0,5,0
371,L2574,Assert.java,src/main/java/org/junit/Assert.java,L2571,21,0,223,0,0,0,20,0
372,L2575,Assume.java,src/main/java/org/junit/Assume.java,L2571,2,0,23,0,0,0,12,0
373,L2576,Before.java,src/main/java/org/junit/Before.java,L2571,1,0,9,0,0,0,2,0
374,L2577,BeforeClass.java,src/main/java/org/junit/BeforeClass.java,L2571,1,0,9,0,0,0,1,0
375,L2578,ComparisonFailure.java,src/main/java/org/junit/ComparisonFailure.java,L2571,13,0,81,0,0,0,2,0
376,L2579,Ignore.java,src/main/java/org/junit/Ignore.java,L2571,1,0,10,0,0,0,1,0
377,L2580,package-info.java,src/main/java/org/junit/package-info.java,L2571,1,0,1,0,0,0,1,0
378,L2581,Rule.java,src/main/java/org/junit/Rule.java,L2571,1,0,7,0,0,0,1,0
379,L2582,Test.java,src/main/java/org/junit/Test.java,L2571,1,0,16,0,0,0,1,0
380,L2972,ParallelComputer.java,src/main/java/org/junit/experimental/ParallelComputer.java,L2971,6,0,65,0,0,0,17,0
381,L3947,ArrayComparisonFailure.java,src/main/java/org/junit/internal/ArrayComparisonFailure.java,L3946,3,0,36,0,0,0,2,0
382,L3948,AssumptionViolatedException.java,src/main/java/org/junit/internal/AssumptionViolatedException.java,L3946,3,0,32,0,0,0,1,0
383,L3949,ComparisonCriteria.java,src/main/java/org/junit/internal/ComparisonCriteria.java,L3946,12,0,47,0,0,0,7,0
384,L3950,ExactComparisonCriteria.java,src/main/java/org/junit/internal/ExactComparisonCriteria.java,L3946,1,0,8,0,0,0,4,0
385,L3951,InexactComparisonCriteria.java,src/main/java/org/junit/internal/InexactComparisonCriteria.java,L3946,2,0,15,0,0,0,5,0
386,L3952,JUnitSystem.java,src/main/java/org/junit/internal/JUnitSystem.java,L3946,1,0,6,0,0,0,1,0
387,L3953,RealSystem.java,src/main/java/org/junit/internal/RealSystem.java,L3946,1,0,10,0,0,0,1,0
388,L3954,TextListener.java,src/main/java/org/junit/internal/TextListener.java,L3946,6,0,73,0,0,0,7,0
389,L5008,JUnitMatchers.java,src/main/java/org/junit/matchers/JUnitMatchers.java,L5007,1,0,32,0,0,0,23,0
390,L5009,package-info.java,src/main/java/org/junit/matchers/package-info.java,L5007,1,0,1,0,0,0,1,0
391,L5065,ErrorCollector.java,src/main/java/org/junit/rules/ErrorCollector.java,L5064,2,0,33,0,0,0,1,0
392,L5066,ExpectedException.java,src/main/java/org/junit/rules/ExpectedException.java,L5064,5,0,70,0,0,0,3,0
393,L5067,ExternalResource.java,src/main/java/org/junit/rules/ExternalResource.java,L5064,1,0,23,0,0,0,1,0
394,L5068,MethodRule.java,src/main/java/org/junit/rules/MethodRule.java,L5064,1,0,7,0,0,0,1,0
395,L5069,TemporaryFolder.java,src/main/java/org/junit/rules/TemporaryFolder.java,L5064,3,0,43,0,0,0,1,0
396,L5070,TestName.java,src/main/java/org/junit/rules/TestName.java,L5064,1,0,12,0,0,0,1,0
397,L5071,TestWatchman.java,src/main/java/org/junit/rules/TestWatchman.java,L5064,2,0,31,0,0,0,1,0
398,L5072,Timeout.java,src/main/java/org/junit/rules/Timeout.java,L5064,1,0,13,0,0,0,1,0
399,L5073,Verifier.java,src/main/java/org/junit/rules/Verifier.java,L5064,1,0,17,0,0,0,1,0
400,L5293,Computer.java,src/main/java/org/junit/runner/Computer.java,L5292,1,0,21,0,0,0,8,0
401,L5294,Describable.java,src/main/java/org/junit/runner/Describable.java,L5292,1,0,4,0,0,0,3,0
402,L5295,Description.java,src/main/java/org/junit/runner/Description.java,L5292,12,0,114,0,0,0,12,0
403,L5296,JUnitCore.java,src/main/java/org/junit/runner/JUnitCore.java,L5292,5,0,87,0,0,0,15,0
404,L5297,package-info.java,src/main/java/org/junit/runner/package-info.java,L5292,1,0,1,0,0,0,1,0
405,L5298,Request.java,src/main/java/org/junit/runner/Request.java,L5292,2,0,56,0,0,0,24,0
406,L5299,Result.java,src/main/java/org/junit/runner/Result.java,L5292,1,0,59,0,0,0,10,0
407,L5300,Runner.java,src/main/java/org/junit/runner/Runner.java,L5292,1,0,9,0,0,0,1,0
408,L5301,RunWith.java,src/main/java/org/junit/runner/RunWith.java,L5292,1,0,12,0,0,0,1,0
409,L5756,AllTests.java,src/main/java/org/junit/runners/AllTests.java,L5755,1,0,7,0,0,0,2,0
410,L5757,BlockJUnit4ClassRunner.java,src/main/java/org/junit/runners/BlockJUnit4ClassRunner.java,L5755,22,0,213,0,0,0,37,1
411,L5758,JUnit4.java,src/main/java/org/junit/runners/JUnit4.java,L5755,1,0,7,0,0,0,1,0
412,L5759,package-info.java,src/main/java/org/junit/runners/package-info.java,L5755,1,0,1,0,0,0,3,0
413,L5760,Parameterized.java,src/main/java/org/junit/runners/Parameterized.java,L5755,6,0,94,1,4,0,35,0
414,L5761,ParentRunner.java,src/main/java/org/junit/runners/ParentRunner.java,L5755,17,0,171,0,0,0,20,1
415,L5762,Suite.java,src/main/java/org/junit/runners/Suite.java,L5755,3,0,63,1,4,0,40,0
416,L2975,CouldNotReadCoreException.java,src/main/java/org/junit/experimental/max/CouldNotReadCoreException.java,L2974,1,0,7,0,0,0,3,0
417,L2976,MaxCore.java,src/main/java/org/junit/experimental/max/MaxCore.java,L2974,12,0,100,0,0,0,35,0
418,L2977,MaxHistory.java,src/main/java/org/junit/experimental/max/MaxHistory.java,L2974,8,0,118,1,4,0,27,0
419,L3350,FailureList.java,src/main/java/org/junit/experimental/results/FailureList.java,L3349,3,0,23,0,0,0,3,0
420,L3351,PrintableResult.java,src/main/java/org/junit/experimental/results/PrintableResult.java,L3349,1,0,32,0,0,0,7,0
421,L3352,ResultMatchers.java,src/main/java/org/junit/experimental/results/ResultMatchers.java,L3349,2,0,41,0,0,0,10,0
422,L3449,Enclosed.java,src/main/java/org/junit/experimental/runners/Enclosed.java,L3448,1,0,8,0,0,0,2,0
423,L3462,DataPoint.java,src/main/java/org/junit/experimental/theories/DataPoint.java,L3461,1,0,6,0,0,0,1,0
